"Season","End_year","Season_days","Data_days","Perc_complete","Chilling_Hours","Utah_Chill_Units","Chill_Portions","GDH"
"2044/2045",2045,121,121,100,1821,1902.5,85.4627397766271,2714.92846741807
"2045/2046",2046,120,120,100,1361,1360,76.1502438483421,2357.22756639915
"2046/2047",2047,120,120,100,1593,1461.5,78.425074466677,2515.88058200199
"2047/2048",2048,120,120,100,1543,1679.5,79.3587489766587,2537.12522316584
"2048/2049",2049,121,121,100,1907,1845.5,86.752423303833,2101.60510899359
"2049/2050",2050,120,120,100,1627,1455,79.9544407126423,1589.54747181665
"2050/2051",2051,120,120,100,1721,1316.5,76.6801375931163,1149.66806002893
"2051/2052",2052,120,120,100,1494,1457.5,79.4416976161128,3299.80998225557
"2052/2053",2053,121,121,100,1532,1610.5,80.1526861654493,4399.00145589281
"2053/2054",2054,120,120,100,1550,1842.5,85.8024143826024,3934.10532389721
"2054/2055",2055,120,120,100,1635,1865.5,86.1802107034182,3787.70199581515
"2055/2056",2056,120,120,100,1539,1555.5,81.7667627806741,3072.51877444005
"2056/2057",2057,121,121,100,1699,1433,75.6581070776192,4439.36314180447
"2057/2058",2058,120,120,100,1372,1538,76.8077843812516,2867.38805880072
"2058/2059",2059,120,120,100,1743,1938,87.0556135490515,3454.69938388653
"2059/2060",2060,120,120,100,1317,1255.5,73.2387068658481,2179.73798693018
"2060/2061",2061,121,121,100,1519,1742,84.9224785355273,3915.30283356598
"2061/2062",2062,120,120,100,1370,1265,69.6519310069507,5417.65936940117
"2062/2063",2063,120,120,100,1656,1443,75.5639402867819,1669.3774286625
"2063/2064",2064,120,120,100,1693,1512,81.9881060880398,1396.44094897714
"2064/2065",2065,121,121,100,1423,1527.5,79.9659060672657,3173.67317572469
"2065/2066",2066,120,120,100,1684,1779.5,85.9880894466824,3017.79820544366
"2066/2067",2067,120,120,100,1794,1834,85.3033441076332,2817.14643946011
"2067/2068",2068,120,120,100,1645,1486.5,79.4585588519822,1466.87331352988
"2068/2069",2069,121,121,100,1402,1841.5,87.5354592156855,4664.20879898546
"2069/2070",2070,120,120,100,1414,1429,78.1338120772762,3343.06544412812
"2070/2071",2071,120,120,100,1622,1757,81.1885788167547,2685.81319969427
"2071/2072",2072,120,120,100,1636,1606.5,80.8932212125437,2597.68448710907
"2072/2073",2073,121,121,100,1477,1553,83.0941305067681,4109.72899203468
"2073/2074",2074,120,120,100,1590,1873,84.9319247638432,4114.66890393104
"2074/2075",2075,120,120,100,1307,1242,69.3897448096341,5434.20639091078
"2075/2076",2076,120,120,100,1347,1649.5,82.5826314037349,4262.01605219487
"2076/2077",2077,121,121,100,1753,2016.5,88.9414618299343,3822.2937903041
"2077/2078",2078,120,120,100,1648,1410,78.1428330553208,1436.29699972179
"2078/2079",2079,120,120,100,1676,1617,75.679777465617,1274.42590668611
"2079/2080",2080,120,120,100,1795,1859.5,85.8450750183838,2550.28641315456
"2080/2081",2081,121,121,100,1742,1882.5,88.5280705666119,3553.46283589769
"2081/2082",2082,120,120,100,1484,1718,79.6291941614163,3685.00483564381
"2082/2083",2083,120,120,100,1654,1695,80.2584477870969,3450.86027226504
"2083/2084",2084,120,120,100,1451,1792.5,83.1978701509051,4504.7243355494
"2084/2085",2085,121,121,100,1652,1489.5,77.6876010807173,1643.81329810433
"2085/2086",2086,120,120,100,1525,1701,79.8981016635753,2528.13129059132
"2086/2087",2087,120,120,100,1501,1495.5,79.2196190322666,2858.47648153268
"2087/2088",2088,120,120,100,1726,1723.5,80.9714245875275,2274.83761256095
"2088/2089",2089,121,121,100,1443,1516,80.5997913673509,3466.25472824369
"2089/2090",2090,120,120,100,1644,1754.5,85.0634911524485,2229.81451729499
"2090/2091",2091,120,120,100,1667,1430,78.7185292907088,1303.06967333518
"2091/2092",2092,120,120,100,1414,1465,80.1037927914731,2486.52809782419
"2092/2093",2093,121,121,100,1615,1550.5,80.2908268993669,1725.79065789003
"2093/2094",2094,120,120,100,1428,1615,81.3252728834759,4120.55902320985
"2094/2095",2095,120,120,100,1291,1529.5,80.7629551286209,3484.91792671941
"2095/2096",2096,120,120,100,1735,1789.5,85.6916061246793,2504.38800309412
"2096/2097",2097,121,121,100,1541,1611,80.2581092291239,5613.42948364746
"2097/2098",2098,120,120,100,1357,1285,72.4286053876149,5215.66011217609
"2098/2099",2099,120,120,100,1354,1468.5,77.6830775335966,2876.09530577995
"2099/2100",2100,120,120,100,1491,1572,78.4317657371848,3115.11741018854
"2100/2101",2101,120,61,50.8333333333333,855,1092.5,44.675291618596,2717.27496067807
