"Season","End_year","Season_days","Data_days","Perc_complete","Chilling_Hours","Utah_Chill_Units","Chill_Portions","GDH"
"2027/2028",2028,120,120,100,1592,1549,80.1443789093082,2260.44752290589
"2028/2029",2029,121,121,100,1558,1415.5,81.0210621923579,1790.2577229084
"2029/2030",2030,120,120,100,1512,1460.5,79.1453617021079,2077.09979193518
"2030/2031",2031,120,120,100,1514,1603,84.8343569687486,2794.5510290782
"2031/2032",2032,120,120,100,1511,1389.5,77.2567306286419,2282.10480818083
"2032/2033",2033,121,121,100,1643,1633.5,82.5701707665721,2182.37144837761
"2033/2034",2034,120,120,100,1520,1392,78.2427291720142,1446.13794901152
"2034/2035",2035,120,120,100,1355,1118,72.7320153022119,1834.69038164942
"2035/2036",2036,120,120,100,1516,1415.5,81.3160123595926,2543.96068036393
"2036/2037",2037,121,121,100,1576,1666.5,84.5587944263243,2475.56292247865
"2037/2038",2038,120,120,100,1478,1164.5,75.4603336306818,1185.12523358501
"2038/2039",2039,120,120,100,1605,1651.5,80.9513357050137,3202.40139469155
"2039/2040",2040,120,120,100,1678,1928.5,86.8550207906292,3601.76124304812
"2040/2041",2041,121,121,100,1758,1664,84.6603707280074,2318.21265709074
"2041/2042",2042,120,120,100,1891,1684.5,82.0170607294358,1372.30714278575
"2042/2043",2043,120,120,100,1395,1802.5,84.9188856683168,5120.67300275154
"2043/2044",2044,120,120,100,1567,1280.5,76.5800230564128,1190.43500797264
"2044/2045",2045,121,121,100,1795,1737.5,83.1062427481456,2109.68803651398
"2045/2046",2046,120,120,100,1362,1249,73.9463549338934,1800.16576074995
"2046/2047",2047,120,120,100,1547,1325.5,76.9878447636092,1883.28847680846
"2047/2048",2048,120,120,100,1578,1534.5,76.9665715132569,1934.6810480929
"2048/2049",2049,121,121,100,1851,1663,84.4650615186256,1592.99863392301
"2049/2050",2050,120,120,100,1479,1273.5,76.5490985572033,1233.76743434742
"2050/2051",2051,120,120,100,1523,1048.5,73.1371368036516,893.040259402245
"2051/2052",2052,120,120,100,1464,1314.5,79.0968763738219,2481.5369323967
"2052/2053",2053,121,121,100,1541,1549,80.3283990448854,3332.13310074434
"2053/2054",2054,120,120,100,1594,1742,84.1608891372071,3111.65566503908
"2054/2055",2055,120,120,100,1663,1725.5,85.082948590767,3011.3443806651
"2055/2056",2056,120,120,100,1532,1428,78.8223246980251,2305.57796022203
"2056/2057",2057,121,121,100,1593,1296,77.6505458491392,3493.66580209136
"2057/2058",2058,120,120,100,1375,1447.5,75.3011004963082,2237.4619839713
"2058/2059",2059,120,120,100,1733,1708.5,86.4463114911814,2784.79700643895
"2059/2060",2060,120,120,100,1257,1139,71.5299941796729,1693.21904381504
"2060/2061",2061,121,121,100,1570,1650.5,84.095199916721,3095.98528583534
"2061/2062",2062,120,120,100,1274,1220.5,72.1412242056067,4450.59797168383
"2062/2063",2063,120,120,100,1515,1237,74.3464789742447,1449.78235895745
"2063/2064",2064,120,120,100,1578,1323.5,77.2894763782697,1048.43198831659
"2064/2065",2065,121,121,100,1371,1420.5,77.303263152151,2708.87806471158
"2065/2066",2066,120,120,100,1618,1584.5,81.955658758945,2503.69517314993
"2066/2067",2067,120,120,100,1741,1652,83.916335722779,2160.5304967449
"2067/2068",2068,120,120,100,1550,1306,76.078085260131,1150.00270387204
"2068/2069",2069,121,121,100,1459,1783,85.587953308026,3791.13524934929
"2069/2070",2070,120,120,100,1399,1357,76.3770990997182,2655.72590289172
"2070/2071",2071,120,120,100,1623,1613.5,78.5898129267262,2120.58015607623
"2071/2072",2072,120,120,100,1652,1484,79.6860236755529,1953.51533796964
"2072/2073",2073,121,121,100,1377,1422,80.7070047235775,3429.36211484671
"2073/2074",2074,120,120,100,1646,1804.5,82.6254754658239,3241.68968205713
"2074/2075",2075,120,120,100,1302,1193,71.3245054306608,4398.28964548139
"2075/2076",2076,120,120,100,1422,1600,81.6509222735949,3344.78739664005
"2076/2077",2077,121,121,100,1761,1821.5,86.0803066765693,3130.29943325277
"2077/2078",2078,120,120,100,1504,1234,76.2301879885872,1112.45409209561
"2078/2079",2079,120,120,100,1616,1430.5,74.7169867380271,968.139619636349
"2079/2080",2080,120,120,100,1760,1647,82.9474210908647,2035.17864384688
"2080/2081",2081,121,121,100,1696,1689,84.1040952539533,2943.9188125208
"2081/2082",2082,120,120,100,1545,1594.5,77.5446097892836,3042.31942361686
"2082/2083",2083,120,120,100,1644,1559.5,80.676751874229,2686.4701897325
"2083/2084",2084,120,120,100,1557,1708,82.9870278503186,3634.02675321419
"2084/2085",2085,121,121,100,1538,1258.5,73.9759173409857,1262.26434429083
"2085/2086",2086,120,120,100,1561,1567,77.7135408609374,1908.51377741154
"2086/2087",2087,120,120,100,1530,1352,77.4136444221531,2283.15556473657
"2087/2088",2088,120,120,100,1752,1538,80.5723565935659,1695.08925672434
"2088/2089",2089,121,121,100,1435,1403.5,79.2989995675798,2755.36189490557
"2089/2090",2090,120,120,100,1647,1563.5,82.438658070143,1685.48495424259
"2090/2091",2091,120,120,100,1547,1247.5,76.3926873022574,1043.33817952964
"2091/2092",2092,120,120,100,1385,1350,77.8341926771755,1893.51969718374
"2092/2093",2093,121,121,100,1518,1342.5,76.9066758978061,1342.65832115524
"2093/2094",2094,120,120,100,1459,1573.5,81.1289103574927,3131.13484148122
"2094/2095",2095,120,120,100,1373,1488.5,80.923076804067,2619.39314720593
"2095/2096",2096,120,120,100,1654,1584.5,83.9320983152811,2038.94129415322
"2096/2097",2097,121,121,100,1506,1530.5,79.6051890286835,4593.78328004386
"2097/2098",2098,120,120,100,1287,1221,74.7780862581749,4107.09782236721
"2098/2099",2099,120,120,100,1361,1391,76.4808567341333,2208.51102056541
"2099/2100",2100,120,120,100,1489,1463.5,78.167636336746,2419.36379432492
"2100/2101",2101,120,61,50.8333333333333,944,1075.5,45.0413013566322,2042.24641132914
