"YEARMODA","DATE","Date","Year","Month","Day","Tmin","Tmax","Tmean","Prec","Tmax_source","Tmin_source","no_Tmin","no_Tmax"
20130603,2013-06-03 12:00:00,"2013-06-03 12:00:00",2013,6,3,7,17,13.056,0,NA,NA,FALSE,FALSE
20130604,2013-06-04 12:00:00,"2013-06-04 12:00:00",2013,6,4,8,19,14.444,0,NA,NA,FALSE,FALSE
20130605,2013-06-05 12:00:00,"2013-06-05 12:00:00",2013,6,5,7,20,14.944,0,NA,NA,FALSE,FALSE
20130606,2013-06-06 12:00:00,"2013-06-06 12:00:00",2013,6,6,11,23,17.056,0,NA,NA,FALSE,FALSE
20130607,2013-06-07 12:00:00,"2013-06-07 12:00:00",2013,6,7,8,21,16.278,0,NA,NA,FALSE,FALSE
20130608,2013-06-08 12:00:00,"2013-06-08 12:00:00",2013,6,8,8,17,12.667,0,NA,NA,FALSE,FALSE
20130609,2013-06-09 12:00:00,"2013-06-09 12:00:00",2013,6,9,9,17,12.722,0,NA,NA,FALSE,FALSE
20130610,2013-06-10 12:00:00,"2013-06-10 12:00:00",2013,6,10,7,22,13.833,0,NA,NA,FALSE,FALSE
20130611,2013-06-11 12:00:00,"2013-06-11 12:00:00",2013,6,11,8,16,12.722,0,NA,NA,FALSE,FALSE
20130612,2013-06-12 12:00:00,"2013-06-12 12:00:00",2013,6,12,6,24,16.611,NA,NA,NA,FALSE,FALSE
20130613,2013-06-13 12:00:00,"2013-06-13 12:00:00",2013,6,13,13,19,16,NA,NA,NA,FALSE,FALSE
20130614,2013-06-14 12:00:00,"2013-06-14 12:00:00",2013,6,14,9,17,13.889,NA,NA,NA,FALSE,FALSE
20130615,2013-06-15 12:00:00,"2013-06-15 12:00:00",2013,6,15,8,20,13.944,NA,NA,NA,FALSE,FALSE
20130616,2013-06-16 12:00:00,"2013-06-16 12:00:00",2013,6,16,9,16,13.278,NA,NA,NA,FALSE,FALSE
20130617,2013-06-17 12:00:00,"2013-06-17 12:00:00",2013,6,17,8,20,14.778,0,NA,NA,FALSE,FALSE
20130618,2013-06-18 12:00:00,"2013-06-18 12:00:00",2013,6,18,12,22,18,0,NA,NA,FALSE,FALSE
20130619,2013-06-19 12:00:00,"2013-06-19 12:00:00",2013,6,19,18,25,20.778,NA,NA,NA,FALSE,FALSE
20130620,2013-06-20 12:00:00,"2013-06-20 12:00:00",2013,6,20,16,25,20.222,NA,NA,NA,FALSE,FALSE
20130621,2013-06-21 12:00:00,"2013-06-21 12:00:00",2013,6,21,15,20,17.5,NA,NA,NA,FALSE,FALSE
20130622,2013-06-22 12:00:00,"2013-06-22 12:00:00",2013,6,22,15,20,16.5,NA,NA,NA,FALSE,FALSE
20130623,2013-06-23 12:00:00,"2013-06-23 12:00:00",2013,6,23,12,18,14.944,NA,NA,NA,FALSE,FALSE
20130624,2013-06-24 12:00:00,"2013-06-24 12:00:00",2013,6,24,12,17,14.333,0,NA,NA,FALSE,FALSE
20130625,2013-06-25 12:00:00,"2013-06-25 12:00:00",2013,6,25,11,16,13.778,0,NA,NA,FALSE,FALSE
20130626,2013-06-26 12:00:00,"2013-06-26 12:00:00",2013,6,26,11,14,12.556,0,NA,NA,FALSE,FALSE
20130627,2013-06-27 12:00:00,"2013-06-27 12:00:00",2013,6,27,10,13,11.222,NA,NA,NA,FALSE,FALSE
20130628,2013-06-28 12:00:00,"2013-06-28 12:00:00",2013,6,28,10,13,11.278,NA,NA,NA,FALSE,FALSE
20130629,2013-06-29 12:00:00,"2013-06-29 12:00:00",2013,6,29,10,16,12.778,NA,NA,NA,FALSE,FALSE
20130630,2013-06-30 12:00:00,"2013-06-30 12:00:00",2013,6,30,7,15,12.444,NA,NA,NA,FALSE,FALSE
20130701,2013-07-01 12:00:00,"2013-07-01 12:00:00",2013,7,1,11,18,14.889,NA,NA,NA,FALSE,FALSE
20130702,2013-07-02 12:00:00,"2013-07-02 12:00:00",2013,7,2,12,18,15,0,NA,NA,FALSE,FALSE
20130703,2013-07-03 12:00:00,"2013-07-03 12:00:00",2013,7,3,14,23,17.722,NA,NA,NA,FALSE,FALSE
20130704,2013-07-04 12:00:00,"2013-07-04 12:00:00",2013,7,4,13,19,16.611,NA,NA,NA,FALSE,FALSE
20130705,2013-07-05 12:00:00,"2013-07-05 12:00:00",2013,7,5,10,21,16.278,0,NA,NA,FALSE,FALSE
20130706,2013-07-06 12:00:00,"2013-07-06 12:00:00",2013,7,6,8,22,15.389,0,NA,NA,FALSE,FALSE
20130707,2013-07-07 12:00:00,"2013-07-07 12:00:00",2013,7,7,10,24,18.056,0,NA,NA,FALSE,FALSE
20130708,2013-07-08 12:00:00,"2013-07-08 12:00:00",2013,7,8,11,23,17.5,0,NA,NA,FALSE,FALSE
20130709,2013-07-09 12:00:00,"2013-07-09 12:00:00",2013,7,9,10,24,17.556,0,NA,NA,FALSE,FALSE
20130710,2013-07-10 12:00:00,"2013-07-10 12:00:00",2013,7,10,12,21,16.5,NA,NA,NA,FALSE,FALSE
20130711,2013-07-11 12:00:00,"2013-07-11 12:00:00",2013,7,11,10,22,15.111,0,NA,NA,FALSE,FALSE
20130712,2013-07-12 12:00:00,"2013-07-12 12:00:00",2013,7,12,9,20,14.778,0,NA,NA,FALSE,FALSE
20130713,2013-07-13 12:00:00,"2013-07-13 12:00:00",2013,7,13,9,20,15.278,0,NA,NA,FALSE,FALSE
20130714,2013-07-14 12:00:00,"2013-07-14 12:00:00",2013,7,14,11,17,14.611,NA,NA,NA,FALSE,FALSE
20130715,2013-07-15 12:00:00,"2013-07-15 12:00:00",2013,7,15,12,19,15.833,0,NA,NA,FALSE,FALSE
20130716,2013-07-16 12:00:00,"2013-07-16 12:00:00",2013,7,16,13,22,16.889,0,NA,NA,FALSE,FALSE
20130717,2013-07-17 12:00:00,"2013-07-17 12:00:00",2013,7,17,11,24,18.556,0,NA,NA,FALSE,FALSE
20130718,2013-07-18 12:00:00,"2013-07-18 12:00:00",2013,7,18,12,15,13.444,0,NA,NA,FALSE,FALSE
20130719,2013-07-19 12:00:00,"2013-07-19 12:00:00",2013,7,19,14.1396529850746,22.4983826303613,NA,NA,"daily_MEIERWIK","daily_HOHN",FALSE,FALSE
20130720,2013-07-20 12:00:00,"2013-07-20 12:00:00",2013,7,20,12.1396529850746,26.4983826303613,NA,NA,"daily_MEIERWIK","daily_HOHN",FALSE,FALSE
20130721,2013-07-21 12:00:00,"2013-07-21 12:00:00",2013,7,21,9.13965298507463,27.4983826303613,NA,NA,"daily_MEIERWIK","daily_HOHN",FALSE,FALSE
20130722,2013-07-22 12:00:00,"2013-07-22 12:00:00",2013,7,22,12.1396529850746,29.4983826303613,NA,NA,"daily_MEIERWIK","daily_HOHN",FALSE,FALSE
20130723,2013-07-23 12:00:00,"2013-07-23 12:00:00",2013,7,23,12.1396529850746,24.4983826303613,NA,NA,"daily_MEIERWIK","daily_HOHN",FALSE,FALSE
20130724,2013-07-24 12:00:00,"2013-07-24 12:00:00",2013,7,24,14.1396529850746,24.4983826303613,NA,NA,"daily_MEIERWIK","daily_HOHN",FALSE,FALSE
20130725,2013-07-25 12:00:00,"2013-07-25 12:00:00",2013,7,25,15.1396529850746,24.4983826303613,NA,NA,"daily_MEIERWIK","daily_HOHN",FALSE,FALSE
20130726,2013-07-26 12:00:00,"2013-07-26 12:00:00",2013,7,26,16.1396529850746,26.4983826303613,NA,NA,"daily_MEIERWIK","daily_HOHN",FALSE,FALSE
20130727,2013-07-27 12:00:00,"2013-07-27 12:00:00",2013,7,27,17.1396529850746,26.4983826303613,NA,NA,"daily_MEIERWIK","daily_HOHN",FALSE,FALSE
20130728,2013-07-28 12:00:00,"2013-07-28 12:00:00",2013,7,28,14.1396529850746,24.4983826303613,NA,NA,"daily_MEIERWIK","daily_HOHN",FALSE,FALSE
20130729,2013-07-29 12:00:00,"2013-07-29 12:00:00",2013,7,29,12.1396529850746,25.4983826303613,NA,NA,"daily_MEIERWIK","daily_HOHN",FALSE,FALSE
20130730,2013-07-30 12:00:00,"2013-07-30 12:00:00",2013,7,30,14.1396529850746,22.4983826303613,NA,NA,"daily_MEIERWIK","daily_HOHN",FALSE,FALSE
20130731,2013-07-31 12:00:00,"2013-07-31 12:00:00",2013,7,31,14.1396529850746,21.4983826303613,NA,NA,"daily_MEIERWIK","daily_HOHN",FALSE,FALSE
20130801,2013-08-01 12:00:00,"2013-08-01 12:00:00",2013,8,1,15.1396529850746,24.4983826303613,NA,NA,"daily_MEIERWIK","daily_HOHN",FALSE,FALSE
20130802,2013-08-02 12:00:00,"2013-08-02 12:00:00",2013,8,2,18,33,27.278,0,NA,NA,FALSE,FALSE
20130803,2013-08-03 12:00:00,"2013-08-03 12:00:00",2013,8,3,14,25,21.111,0,NA,NA,FALSE,FALSE
20130804,2013-08-04 12:00:00,"2013-08-04 12:00:00",2013,8,4,12,24,18.444,0,NA,NA,FALSE,FALSE
20130805,2013-08-05 12:00:00,"2013-08-05 12:00:00",2013,8,5,13,27,21.278,0,NA,NA,FALSE,FALSE
20130806,2013-08-06 12:00:00,"2013-08-06 12:00:00",2013,8,6,14,22,19.333,NA,NA,NA,FALSE,FALSE
20130807,2013-08-07 12:00:00,"2013-08-07 12:00:00",2013,8,7,10,21,16.611,NA,NA,NA,FALSE,FALSE
20130808,2013-08-08 12:00:00,"2013-08-08 12:00:00",2013,8,8,14,20,16.444,NA,NA,NA,FALSE,FALSE
20130809,2013-08-09 12:00:00,"2013-08-09 12:00:00",2013,8,9,11,22,16.833,0,NA,NA,FALSE,FALSE
20130810,2013-08-10 12:00:00,"2013-08-10 12:00:00",2013,8,10,14,20,16.611,NA,NA,NA,FALSE,FALSE
20130811,2013-08-11 12:00:00,"2013-08-11 12:00:00",2013,8,11,11,19,14.889,NA,NA,NA,FALSE,FALSE
20130812,2013-08-12 12:00:00,"2013-08-12 12:00:00",2013,8,12,11,19,14.778,NA,NA,NA,FALSE,FALSE
20130813,2013-08-13 12:00:00,"2013-08-13 12:00:00",2013,8,13,10,18,14.389,NA,NA,NA,FALSE,FALSE
20130814,2013-08-14 12:00:00,"2013-08-14 12:00:00",2013,8,14,10,19,14.5,0,NA,NA,FALSE,FALSE
20130815,2013-08-15 12:00:00,"2013-08-15 12:00:00",2013,8,15,8,20,15.611,NA,NA,NA,FALSE,FALSE
20130816,2013-08-16 12:00:00,"2013-08-16 12:00:00",2013,8,16,16,25,19.167,NA,NA,NA,FALSE,FALSE
20130817,2013-08-17 12:00:00,"2013-08-17 12:00:00",2013,8,17,15,22,18.222,NA,NA,NA,FALSE,FALSE
20130818,2013-08-18 12:00:00,"2013-08-18 12:00:00",2013,8,18,11,20,16.722,NA,NA,NA,FALSE,FALSE
20130819,2013-08-19 12:00:00,"2013-08-19 12:00:00",2013,8,19,8,20,14.944,0,NA,NA,FALSE,FALSE
20130820,2013-08-20 12:00:00,"2013-08-20 12:00:00",2013,8,20,10,19,14.778,0,NA,NA,FALSE,FALSE
20130821,2013-08-21 12:00:00,"2013-08-21 12:00:00",2013,8,21,8,21,15.944,0,NA,NA,FALSE,FALSE
20130822,2013-08-22 12:00:00,"2013-08-22 12:00:00",2013,8,22,13,22,17.667,0,NA,NA,FALSE,FALSE
20130823,2013-08-23 12:00:00,"2013-08-23 12:00:00",2013,8,23,12,22,17.889,0,NA,NA,FALSE,FALSE
20130824,2013-08-24 12:00:00,"2013-08-24 12:00:00",2013,8,24,14,21,17.667,0,NA,NA,FALSE,FALSE
20130825,2013-08-25 12:00:00,"2013-08-25 12:00:00",2013,8,25,15,22,18.222,0,NA,NA,FALSE,FALSE
20130826,2013-08-26 12:00:00,"2013-08-26 12:00:00",2013,8,26,13,21,16.944,0,NA,NA,FALSE,FALSE
20130827,2013-08-27 12:00:00,"2013-08-27 12:00:00",2013,8,27,12,23,17.111,0,NA,NA,FALSE,FALSE
20130828,2013-08-28 12:00:00,"2013-08-28 12:00:00",2013,8,28,11,22,16.278,0,NA,NA,FALSE,FALSE
20130829,2013-08-29 12:00:00,"2013-08-29 12:00:00",2013,8,29,8,22,14.944,0,NA,NA,FALSE,FALSE
20130830,2013-08-30 12:00:00,"2013-08-30 12:00:00",2013,8,30,13,22,16.778,0,NA,NA,FALSE,FALSE
20130831,2013-08-31 12:00:00,"2013-08-31 12:00:00",2013,8,31,10,19,15.944,NA,NA,NA,FALSE,FALSE
20130901,2013-09-01 12:00:00,"2013-09-01 12:00:00",2013,9,1,10,16,13.444,NA,NA,NA,FALSE,FALSE
20130902,2013-09-02 12:00:00,"2013-09-02 12:00:00",2013,9,2,14,17,16.333,NA,NA,NA,FALSE,FALSE
20130903,2013-09-03 12:00:00,"2013-09-03 12:00:00",2013,9,3,12,18,16.389,NA,NA,NA,FALSE,FALSE
20130904,2013-09-04 12:00:00,"2013-09-04 12:00:00",2013,9,4,9,19,15,NA,NA,NA,FALSE,FALSE
20130905,2013-09-05 12:00:00,"2013-09-05 12:00:00",2013,9,5,15,24,18.889,0,NA,NA,FALSE,FALSE
20130906,2013-09-06 12:00:00,"2013-09-06 12:00:00",2013,9,6,15,27,20.833,0,NA,NA,FALSE,FALSE
20130907,2013-09-07 12:00:00,"2013-09-07 12:00:00",2013,9,7,15,22,18.889,NA,NA,NA,FALSE,FALSE
20130908,2013-09-08 12:00:00,"2013-09-08 12:00:00",2013,9,8,12,21,16.389,NA,NA,NA,FALSE,FALSE
20130909,2013-09-09 12:00:00,"2013-09-09 12:00:00",2013,9,9,8,12,11.111,NA,NA,NA,FALSE,FALSE
20130910,2013-09-10 12:00:00,"2013-09-10 12:00:00",2013,9,10,8,14,11.222,NA,NA,NA,FALSE,FALSE
20130911,2013-09-11 12:00:00,"2013-09-11 12:00:00",2013,9,11,10,16,12.278,NA,NA,NA,FALSE,FALSE
20130912,2013-09-12 12:00:00,"2013-09-12 12:00:00",2013,9,12,8,17,13.222,NA,NA,NA,FALSE,FALSE
20130913,2013-09-13 12:00:00,"2013-09-13 12:00:00",2013,9,13,11,18,14.278,0,NA,NA,FALSE,FALSE
20130914,2013-09-14 12:00:00,"2013-09-14 12:00:00",2013,9,14,10,18,14.278,0,NA,NA,FALSE,FALSE
20130915,2013-09-15 12:00:00,"2013-09-15 12:00:00",2013,9,15,10,15,13,NA,NA,NA,FALSE,FALSE
20130916,2013-09-16 12:00:00,"2013-09-16 12:00:00",2013,9,16,7,14,10.556,NA,NA,NA,FALSE,FALSE
20130917,2013-09-17 12:00:00,"2013-09-17 12:00:00",2013,9,17,6,15,9.778,0,NA,NA,FALSE,FALSE
20130918,2013-09-18 12:00:00,"2013-09-18 12:00:00",2013,9,18,6,14,10.111,0,NA,NA,FALSE,FALSE
20130919,2013-09-19 12:00:00,"2013-09-19 12:00:00",2013,9,19,3,16,10.222,NA,NA,NA,FALSE,FALSE
20130920,2013-09-20 12:00:00,"2013-09-20 12:00:00",2013,9,20,10,15,12.111,NA,NA,NA,FALSE,FALSE
20130921,2013-09-21 12:00:00,"2013-09-21 12:00:00",2013,9,21,8,16,12.389,0,NA,NA,FALSE,FALSE
20130922,2013-09-22 12:00:00,"2013-09-22 12:00:00",2013,9,22,13,19,15.444,NA,NA,NA,FALSE,FALSE
20130923,2013-09-23 12:00:00,"2013-09-23 12:00:00",2013,9,23,14,18,15.833,NA,NA,NA,FALSE,FALSE
20130924,2013-09-24 12:00:00,"2013-09-24 12:00:00",2013,9,24,8,16,13.056,NA,NA,NA,FALSE,FALSE
20130925,2013-09-25 12:00:00,"2013-09-25 12:00:00",2013,9,25,8,14,10.111,NA,NA,NA,FALSE,FALSE
20130926,2013-09-26 12:00:00,"2013-09-26 12:00:00",2013,9,26,5,15,9.833,NA,NA,NA,FALSE,FALSE
20130927,2013-09-27 12:00:00,"2013-09-27 12:00:00",2013,9,27,5,14,9.611,0,NA,NA,FALSE,FALSE
20130928,2013-09-28 12:00:00,"2013-09-28 12:00:00",2013,9,28,2,14,8.278,0,NA,NA,FALSE,FALSE
20130929,2013-09-29 12:00:00,"2013-09-29 12:00:00",2013,9,29,3,15,10.222,0,NA,NA,FALSE,FALSE
20130930,2013-09-30 12:00:00,"2013-09-30 12:00:00",2013,9,30,6,14,9.944,0,NA,NA,FALSE,FALSE
20131001,2013-10-01 12:00:00,"2013-10-01 12:00:00",2013,10,1,6,14,10,0,NA,NA,FALSE,FALSE
20131002,2013-10-02 12:00:00,"2013-10-02 12:00:00",2013,10,2,6,13,9.556,0,NA,NA,FALSE,FALSE
20131003,2013-10-03 12:00:00,"2013-10-03 12:00:00",2013,10,3,4,13,8.333,0,NA,NA,FALSE,FALSE
20131004,2013-10-04 12:00:00,"2013-10-04 12:00:00",2013,10,4,5,11,8.556,NA,NA,NA,FALSE,FALSE
20131005,2013-10-05 12:00:00,"2013-10-05 12:00:00",2013,10,5,10,17,13.167,0,NA,NA,FALSE,FALSE
20131006,2013-10-06 12:00:00,"2013-10-06 12:00:00",2013,10,6,5,16,10.556,0,NA,NA,FALSE,FALSE
20131007,2013-10-07 12:00:00,"2013-10-07 12:00:00",2013,10,7,8,18,11.889,0,NA,NA,FALSE,FALSE
20131008,2013-10-08 12:00:00,"2013-10-08 12:00:00",2013,10,8,7,16,12.389,0,NA,NA,FALSE,FALSE
20131009,2013-10-09 12:00:00,"2013-10-09 12:00:00",2013,10,9,9,15,13.111,NA,NA,NA,FALSE,FALSE
20131010,2013-10-10 12:00:00,"2013-10-10 12:00:00",2013,10,10,5,12,8.778,NA,NA,NA,FALSE,FALSE
20131011,2013-10-11 12:00:00,"2013-10-11 12:00:00",2013,10,11,10,14,13.056,0,NA,NA,FALSE,FALSE
20131012,2013-10-12 12:00:00,"2013-10-12 12:00:00",2013,10,12,12,13,12.944,NA,NA,NA,FALSE,FALSE
20131013,2013-10-13 12:00:00,"2013-10-13 12:00:00",2013,10,13,5,12,9.222,NA,NA,NA,FALSE,FALSE
20131014,2013-10-14 12:00:00,"2013-10-14 12:00:00",2013,10,14,5,14,8.556,0,NA,NA,FALSE,FALSE
20131015,2013-10-15 12:00:00,"2013-10-15 12:00:00",2013,10,15,6,11,9.5,NA,NA,NA,FALSE,FALSE
20131016,2013-10-16 12:00:00,"2013-10-16 12:00:00",2013,10,16,10,12,11.111,0,NA,NA,FALSE,FALSE
20131017,2013-10-17 12:00:00,"2013-10-17 12:00:00",2013,10,17,10,13,11.167,NA,NA,NA,FALSE,FALSE
20131018,2013-10-18 12:00:00,"2013-10-18 12:00:00",2013,10,18,3,11,7.722,0,NA,NA,FALSE,FALSE
20131019,2013-10-19 12:00:00,"2013-10-19 12:00:00",2013,10,19,4,10,7.889,0,NA,NA,FALSE,FALSE
20131020,2013-10-20 12:00:00,"2013-10-20 12:00:00",2013,10,20,11,15,13.5,NA,NA,NA,FALSE,FALSE
20131021,2013-10-21 12:00:00,"2013-10-21 12:00:00",2013,10,21,12,15,13.333,NA,NA,NA,FALSE,FALSE
20131022,2013-10-22 12:00:00,"2013-10-22 12:00:00",2013,10,22,12,19,15.889,0,NA,NA,FALSE,FALSE
20131023,2013-10-23 12:00:00,"2013-10-23 12:00:00",2013,10,23,13,18,15.389,NA,NA,NA,FALSE,FALSE
20131024,2013-10-24 12:00:00,"2013-10-24 12:00:00",2013,10,24,6,13,10.611,0,NA,NA,FALSE,FALSE
20131025,2013-10-25 12:00:00,"2013-10-25 12:00:00",2013,10,25,5,15,10.389,NA,NA,NA,FALSE,FALSE
20131026,2013-10-26 12:00:00,"2013-10-26 12:00:00",2013,10,26,14,16,14.944,0,NA,NA,FALSE,FALSE
20131027,2013-10-27 12:00:00,"2013-10-27 12:00:00",2013,10,27,13,16,13.778,NA,NA,NA,FALSE,FALSE
20131028,2013-10-28 12:00:00,"2013-10-28 12:00:00",2013,10,28,10,17,12.5,NA,NA,NA,FALSE,FALSE
20131029,2013-10-29 12:00:00,"2013-10-29 12:00:00",2013,10,29,8,11,9.611,NA,NA,NA,FALSE,FALSE
20131030,2013-10-30 12:00:00,"2013-10-30 12:00:00",2013,10,30,7,12,9.167,NA,NA,NA,FALSE,FALSE
20131031,2013-10-31 12:00:00,"2013-10-31 12:00:00",2013,10,31,6,11,8.611,NA,NA,NA,FALSE,FALSE
20131101,2013-11-01 12:00:00,"2013-11-01 12:00:00",2013,11,1,9,11,10.278,NA,NA,NA,FALSE,FALSE
20131102,2013-11-02 12:00:00,"2013-11-02 12:00:00",2013,11,2,8,10,8.944,NA,NA,NA,FALSE,FALSE
20131103,2013-11-03 12:00:00,"2013-11-03 12:00:00",2013,11,3,7,11,9.111,NA,NA,NA,FALSE,FALSE
20131104,2013-11-04 12:00:00,"2013-11-04 12:00:00",2013,11,4,3,7,6.056,NA,NA,NA,FALSE,FALSE
20131105,2013-11-05 12:00:00,"2013-11-05 12:00:00",2013,11,5,5,10,7.278,NA,NA,NA,FALSE,FALSE
20131106,2013-11-06 12:00:00,"2013-11-06 12:00:00",2013,11,6,5,9,6.5,NA,NA,NA,FALSE,FALSE
20131107,2013-11-07 12:00:00,"2013-11-07 12:00:00",2013,11,7,6,11,7.556,NA,NA,NA,FALSE,FALSE
20131108,2013-11-08 12:00:00,"2013-11-08 12:00:00",2013,11,8,4,10,6.833,NA,NA,NA,FALSE,FALSE
20131109,2013-11-09 12:00:00,"2013-11-09 12:00:00",2013,11,9,5,9,7.389,NA,NA,NA,FALSE,FALSE
20131110,2013-11-10 12:00:00,"2013-11-10 12:00:00",2013,11,10,2,9,5.056,NA,NA,NA,FALSE,FALSE
20131111,2013-11-11 12:00:00,"2013-11-11 12:00:00",2013,11,11,-1,10,4.667,0,NA,NA,FALSE,FALSE
20131112,2013-11-12 12:00:00,"2013-11-12 12:00:00",2013,11,12,5,7,6.222,NA,NA,NA,FALSE,FALSE
20131113,2013-11-13 12:00:00,"2013-11-13 12:00:00",2013,11,13,3,10,5.889,0,NA,NA,FALSE,FALSE
20131114,2013-11-14 12:00:00,"2013-11-14 12:00:00",2013,11,14,4,7,5.889,0,NA,NA,FALSE,FALSE
20131115,2013-11-15 12:00:00,"2013-11-15 12:00:00",2013,11,15,5,8,6.778,0,NA,NA,FALSE,FALSE
20131116,2013-11-16 12:00:00,"2013-11-16 12:00:00",2013,11,16,6,10,8.278,0,NA,NA,FALSE,FALSE
20131117,2013-11-17 12:00:00,"2013-11-17 12:00:00",2013,11,17,1,10,7.056,0,NA,NA,FALSE,FALSE
20131118,2013-11-18 12:00:00,"2013-11-18 12:00:00",2013,11,18,4,7,6.056,NA,NA,NA,FALSE,FALSE
20131119,2013-11-19 12:00:00,"2013-11-19 12:00:00",2013,11,19,1,7,4.889,NA,NA,NA,FALSE,FALSE
20131120,2013-11-20 12:00:00,"2013-11-20 12:00:00",2013,11,20,-3,5,-0.111,0,NA,NA,FALSE,FALSE
20131121,2013-11-21 12:00:00,"2013-11-21 12:00:00",2013,11,21,-4,4,0.278,0,NA,NA,FALSE,FALSE
20131122,2013-11-22 12:00:00,"2013-11-22 12:00:00",2013,11,22,2,5,4.111,NA,NA,NA,FALSE,FALSE
20131123,2013-11-23 12:00:00,"2013-11-23 12:00:00",2013,11,23,0,5,3.111,0,NA,NA,FALSE,FALSE
20131124,2013-11-24 12:00:00,"2013-11-24 12:00:00",2013,11,24,-4,6,2.111,0,NA,NA,FALSE,FALSE
20131125,2013-11-25 12:00:00,"2013-11-25 12:00:00",2013,11,25,-5,4,-1.167,0,NA,NA,FALSE,FALSE
20131126,2013-11-26 12:00:00,"2013-11-26 12:00:00",2013,11,26,-5,3,0,0,NA,NA,FALSE,FALSE
20131127,2013-11-27 12:00:00,"2013-11-27 12:00:00",2013,11,27,3,9,6.944,NA,NA,NA,FALSE,FALSE
20131128,2013-11-28 12:00:00,"2013-11-28 12:00:00",2013,11,28,6,9,7.556,0,NA,NA,FALSE,FALSE
20131129,2013-11-29 12:00:00,"2013-11-29 12:00:00",2013,11,29,5,6,5.722,NA,NA,NA,FALSE,FALSE
20131130,2013-11-30 12:00:00,"2013-11-30 12:00:00",2013,11,30,2,6,4.778,0,NA,NA,FALSE,FALSE
20131201,2013-12-01 12:00:00,"2013-12-01 12:00:00",2013,12,1,2,9,6.5,0,NA,NA,FALSE,FALSE
20131202,2013-12-02 12:00:00,"2013-12-02 12:00:00",2013,12,2,-3,3,-0.056,0,NA,NA,FALSE,FALSE
20131203,2013-12-03 12:00:00,"2013-12-03 12:00:00",2013,12,3,-1,5,1.722,0,NA,NA,FALSE,FALSE
20131204,2013-12-04 12:00:00,"2013-12-04 12:00:00",2013,12,4,3,7,5,NA,NA,NA,FALSE,FALSE
20131205,2013-12-05 12:00:00,"2013-12-05 12:00:00",2013,12,5,1,6,4.222,NA,NA,NA,FALSE,FALSE
20131206,2013-12-06 12:00:00,"2013-12-06 12:00:00",2013,12,6,0,4,1.556,NA,NA,NA,FALSE,FALSE
20131207,2013-12-07 12:00:00,"2013-12-07 12:00:00",2013,12,7,-2,1,-0.333,0,NA,NA,FALSE,FALSE
20131208,2013-12-08 12:00:00,"2013-12-08 12:00:00",2013,12,8,0,9,5.5,0,NA,NA,FALSE,FALSE
20131209,2013-12-09 12:00:00,"2013-12-09 12:00:00",2013,12,9,8,9,8.667,NA,NA,NA,FALSE,FALSE
20131210,2013-12-10 12:00:00,"2013-12-10 12:00:00",2013,12,10,4,8,6.333,NA,NA,NA,FALSE,FALSE
20131211,2013-12-11 12:00:00,"2013-12-11 12:00:00",2013,12,11,2,5,4.111,0,NA,NA,FALSE,FALSE
20131212,2013-12-12 12:00:00,"2013-12-12 12:00:00",2013,12,12,1,3,1.944,0,NA,NA,FALSE,FALSE
20131213,2013-12-13 12:00:00,"2013-12-13 12:00:00",2013,12,13,2,5,3.111,NA,NA,NA,FALSE,FALSE
20131214,2013-12-14 12:00:00,"2013-12-14 12:00:00",2013,12,14,0,6,3,0,NA,NA,FALSE,FALSE
20131215,2013-12-15 12:00:00,"2013-12-15 12:00:00",2013,12,15,5,8,6.667,0,NA,NA,FALSE,FALSE
20131216,2013-12-16 12:00:00,"2013-12-16 12:00:00",2013,12,16,7,10,8.444,0,NA,NA,FALSE,FALSE
20131217,2013-12-17 12:00:00,"2013-12-17 12:00:00",2013,12,17,1,9,4.889,NA,NA,NA,FALSE,FALSE
20131218,2013-12-18 12:00:00,"2013-12-18 12:00:00",2013,12,18,2,7,5.278,NA,NA,NA,FALSE,FALSE
20131219,2013-12-19 12:00:00,"2013-12-19 12:00:00",2013,12,19,3,8,5.833,0,NA,NA,FALSE,FALSE
20131220,2013-12-20 12:00:00,"2013-12-20 12:00:00",2013,12,20,2,5,4.111,0,NA,NA,FALSE,FALSE
20131221,2013-12-21 12:00:00,"2013-12-21 12:00:00",2013,12,21,5,7,6.111,0,NA,NA,FALSE,FALSE
20131222,2013-12-22 12:00:00,"2013-12-22 12:00:00",2013,12,22,5,8,6.944,0,NA,NA,FALSE,FALSE
20131223,2013-12-23 12:00:00,"2013-12-23 12:00:00",2013,12,23,4,9,6.111,0,NA,NA,FALSE,FALSE
20131224,2013-12-24 12:00:00,"2013-12-24 12:00:00",2013,12,24,7,11,9.778,0,NA,NA,FALSE,FALSE
20131225,2013-12-25 12:00:00,"2013-12-25 12:00:00",2013,12,25,3,9,6.5,0,NA,NA,FALSE,FALSE
20131226,2013-12-26 12:00:00,"2013-12-26 12:00:00",2013,12,26,-3,4,1.611,0,NA,NA,FALSE,FALSE
20131227,2013-12-27 12:00:00,"2013-12-27 12:00:00",2013,12,27,3,8,5.556,0,NA,NA,FALSE,FALSE
20131228,2013-12-28 12:00:00,"2013-12-28 12:00:00",2013,12,28,4,8,6.389,0,NA,NA,FALSE,FALSE
20131229,2013-12-29 12:00:00,"2013-12-29 12:00:00",2013,12,29,4,6,4.944,0,NA,NA,FALSE,FALSE
