"Season","End_year","Season_days","Data_days","Perc_complete","Chilling_Hours","Utah_Chill_Units","Chill_Portions","GDH"
"2047/2048",2048,120,120,100,1649,1677,78.5633345033702,2134.28546053218
"2048/2049",2049,121,121,100,1953,1860,87.6250257980892,1864.63162703533
"2049/2050",2050,120,120,100,1693,1452.5,81.0001315926866,1288.26351121021
"2050/2051",2051,120,120,100,1725,1260.5,77.4935934158784,1012.18277521897
"2051/2052",2052,120,120,100,1527,1476.5,80.5598581258582,2963.45385726262
"2052/2053",2053,121,121,100,1549,1674.5,81.7297362027284,3943.3662779294
"2053/2054",2054,120,120,100,1569,1859.5,84.2374414893402,3714.12661731709
"2054/2055",2055,120,120,100,1675,1897,87.9942317983832,3358.20660241414
"2055/2056",2056,120,120,100,1629,1616,82.8176994101213,2625.1701448746
"2056/2057",2057,121,121,100,1725,1454.5,80.0407939492488,3996.0961626186
"2057/2058",2058,120,120,100,1431,1554,78.3622921219321,2627.26359673077
"2058/2059",2059,120,120,100,1758,1943,87.8850796095103,3162.16556003038
"2059/2060",2060,120,120,100,1396,1289,73.703366498843,1833.99856257718
"2060/2061",2061,121,121,100,1647,1825.5,87.073907384749,3360.44005977176
"2061/2062",2062,120,120,100,1419,1364,72.6088309079823,4725.59466572944
"2062/2063",2063,120,120,100,1692,1411,75.6479900388695,1607.40256686741
"2063/2064",2064,120,120,100,1661,1477.5,80.8693451057898,1350.17255301075
"2064/2065",2065,121,121,100,1458,1566.5,79.5128351566873,2869.63459106116
"2065/2066",2066,120,120,100,1656,1762,85.1016389159759,2926.82593627973
"2066/2067",2067,120,120,100,1867,1867.5,85.7446061163191,2470.71171639767
"2067/2068",2068,120,120,100,1623,1434.5,79.2313226314382,1315.27866259497
"2068/2069",2069,121,121,100,1503,1846,86.3923005842353,4295.92843374982
"2069/2070",2070,120,120,100,1448,1464,78.9735325440179,2894.33499233657
"2070/2071",2071,120,120,100,1661,1757.5,80.7710270137013,2422.0209041778
"2071/2072",2072,120,120,100,1656,1552.5,79.7483659177233,2497.90143760387
"2072/2073",2073,121,121,100,1524,1551,82.6892913136071,3886.39084559307
"2073/2074",2074,120,120,100,1628,1889,86.1313252331565,3820.03698031977
"2074/2075",2075,120,120,100,1361,1283.5,72.0836756138433,4874.9791559549
"2075/2076",2076,120,120,100,1352,1639,82.1317374324044,4070.97823237535
"2076/2077",2077,121,121,100,1817,2008,89.9265439592054,3514.31876121368
"2077/2078",2078,120,120,100,1635,1369,77.8558214943314,1333.61192012671
"2078/2079",2079,120,120,100,1697,1570.5,77.5054427976065,1129.36148133129
"2079/2080",2080,120,120,100,1809,1827,84.3285415892533,2347.11792980228
"2080/2081",2081,121,121,100,1765,1893.5,87.4488314326063,3377.21024894062
"2081/2082",2082,120,120,100,1623,1793.5,81.5709748114514,3149.82157282811
"2082/2083",2083,120,120,100,1733,1761,82.7724016609027,2964.52837728523
"2083/2084",2084,120,120,100,1547,1833.5,84.1046165294174,4075.54807666782
"2084/2085",2085,121,121,100,1621,1444.5,77.0131403140713,1569.77196092624
"2085/2086",2086,120,120,100,1634,1760,81.3489572277358,2181.5680389367
"2086/2087",2087,120,120,100,1668,1545.5,80.6614497715727,2371.69058596436
"2087/2088",2088,120,120,100,1802,1743.5,83.4737975292865,1949.91081131157
"2088/2089",2089,121,121,100,1504,1572,80.5814016499917,2986.16932772193
"2089/2090",2090,120,120,100,1747,1765,85.2263464117223,1883.50839517359
"2090/2091",2091,120,120,100,1702,1418.5,78.8365864823609,1090.06565629691
"2091/2092",2092,120,120,100,1525,1519.5,81.4137535570808,2029.92088405509
"2092/2093",2093,121,121,100,1638,1516.5,80.0878784796532,1493.27358854469
"2093/2094",2094,120,120,100,1507,1701.5,83.738786931779,3594.0828677956
"2094/2095",2095,120,120,100,1394,1618,82.0275428188579,2933.53445622511
"2095/2096",2096,120,120,100,1834,1818,86.1718454926031,2151.71498710476
"2096/2097",2097,121,121,100,1597,1683,81.5731821570589,5016.72682455461
"2097/2098",2098,120,120,100,1351,1341,76.0583381525648,4645.23575057741
"2098/2099",2099,120,120,100,1474,1530,80.2398786930244,2401.53843207564
"2099/2100",2100,120,120,100,1560,1608,77.9614629892676,2741.72099138331
"2100/2101",2101,120,61,50.8333333333333,927,1089.5,45.3966767819311,2160.73047773261
